scene,pose_index,ego_x,ego_y,ego_z,ego_yaw,num_points_raw,num_points_valid,num_invalid_dropped,file
scene_10,40,-139331.5625,-142903.28125,13927.8076171875,121.86837005615234,-1,241212,-1,processed/scene_10/frame_040.npz
scene_10,41,-137420.734375,-158481.921875,15366.6689453125,93.4653549194336,-1,225226,-1,processed/scene_10/frame_041.npz
scene_10,42,-137265.328125,-107412.0703125,11275.412109375,-107.47508239746094,-1,275913,-1,processed/scene_10/frame_042.npz
scene_10,43,-136093.515625,-119290.5859375,11262.8359375,136.7549591064453,-1,276293,-1,processed/scene_10/frame_043.npz
scene_10,44,-135780.9375,-36322.171875,12427.826171875,142.29893493652344,-1,366457,-1,processed/scene_10/frame_044.npz
scene_10,45,-135724.125,-138894.9375,13188.8291015625,149.36697387695312,-1,254098,-1,processed/scene_10/frame_045.npz
scene_10,46,-134896.765625,-3412.392822265625,17639.919921875,-135.57708740234375,-1,285539,-1,processed/scene_10/frame_046.npz
scene_10,47,-116761.5546875,23661.525390625,17883.5234375,-174.8875732421875,-1,242846,-1,processed/scene_10/frame_047.npz
scene_10,48,-108910.21875,38489.609375,11529.3701171875,67.08566284179688,-1,289748,-1,processed/scene_10/frame_048.npz
scene_10,49,-108650.109375,-49590.421875,10000.0,107.00304412841797,-1,258280,-1,processed/scene_10/frame_049.npz
scene_10,50,-100727.3984375,53573.890625,12783.046875,18.81545066833496,-1,183194,-1,processed/scene_10/frame_050.npz
scene_10,51,-100601.265625,-112262.703125,11349.208984375,116.41809844970703,-1,243844,-1,processed/scene_10/frame_051.npz
scene_10,52,-98684.7265625,-71823.8828125,10287.90625,-125.58566284179688,-1,263606,-1,processed/scene_10/frame_052.npz
scene_10,53,-96371.8515625,-14859.7236328125,10000.0,34.39826965332031,-1,223563,-1,processed/scene_10/frame_053.npz
scene_10,54,-96234.375,-40027.37890625,10000.0,168.8575897216797,-1,253679,-1,processed/scene_10/frame_054.npz
scene_10,55,-95451.4375,40948.85546875,10000.0,162.57591247558594,-1,357617,-1,processed/scene_10/frame_055.npz
scene_10,56,-95185.609375,66715.9140625,12543.865234375,-85.24889373779297,-1,193773,-1,processed/scene_10/frame_056.npz
scene_10,57,-93721.25,44222.3046875,10000.0,92.63829040527344,-1,299658,-1,processed/scene_10/frame_057.npz
scene_10,58,-93550.4765625,-18626.154296875,10000.0,44.111915588378906,-1,226816,-1,processed/scene_10/frame_058.npz
scene_10,59,-92217.5390625,66823.0546875,12393.3037109375,14.767090797424316,-1,208935,-1,processed/scene_10/frame_059.npz
scene_10,60,-91980.6953125,53036.078125,10000.0,26.553014755249023,-1,256261,-1,processed/scene_10/frame_060.npz
scene_10,61,-88149.359375,39460.41796875,10000.0,83.29913330078125,-1,268581,-1,processed/scene_10/frame_061.npz
scene_10,62,-87648.0625,37379.828125,10000.0,159.51840209960938,-1,327174,-1,processed/scene_10/frame_062.npz
scene_10,63,-87289.8984375,38174.44140625,10000.0,95.08544158935547,-1,273528,-1,processed/scene_10/frame_063.npz
scene_10,64,-86001.9375,-5589.94921875,10000.0,27.044919967651367,-1,225067,-1,processed/scene_10/frame_064.npz
scene_10,65,-85728.4296875,15366.8427734375,10000.0,-50.14393615722656,-1,211643,-1,processed/scene_10/frame_065.npz
scene_10,66,-85432.8203125,30692.986328125,10000.0,100.49522399902344,-1,260294,-1,processed/scene_10/frame_066.npz
scene_10,67,-82782.1484375,16683.244140625,10000.0,-59.859981536865234,-1,209787,-1,processed/scene_10/frame_067.npz
scene_10,68,-82197.7578125,61607.9296875,10000.0,43.1244010925293,-1,249816,-1,processed/scene_10/frame_068.npz
scene_10,69,-79115.8046875,42098.65234375,10000.0,175.20228576660156,-1,298793,-1,processed/scene_10/frame_069.npz
scene_10,70,-78949.6171875,62568.6953125,10000.0,49.80647277832031,-1,241282,-1,processed/scene_10/frame_070.npz
scene_10,71,-77966.578125,13377.9755859375,10000.0,-70.66559600830078,-1,213636,-1,processed/scene_10/frame_071.npz
scene_10,72,-77674.03125,57809.12109375,10000.0,-94.6776123046875,-1,227520,-1,processed/scene_10/frame_072.npz
scene_10,73,-75975.90625,24256.412109375,10000.0,101.70789337158203,-1,243530,-1,processed/scene_10/frame_073.npz
scene_10,74,-75710.8046875,2595.75341796875,10000.0,-40.096763610839844,-1,221658,-1,processed/scene_10/frame_074.npz
scene_10,75,-74596.0703125,39133.6640625,10000.0,173.8109893798828,-1,276272,-1,processed/scene_10/frame_075.npz
scene_10,76,-74257.15625,-8474.646484375,10000.0,85.5828857421875,-1,214707,-1,processed/scene_10/frame_076.npz
scene_10,77,-74122.484375,47773.13671875,10000.0,-121.74591827392578,-1,255978,-1,processed/scene_10/frame_077.npz
scene_10,78,-72226.6796875,4536.24658203125,10000.0,-109.26720428466797,-1,220901,-1,processed/scene_10/frame_078.npz
scene_10,79,-70523.9453125,72541.421875,10000.0,0.0,1725000,546417,1178583,processed/scene_10/frame_079.npz
scene_10,80,-65090.2578125,41283.9140625,10000.0,175.49180603027344,-1,242566,-1,processed/scene_10/frame_080.npz
scene_10,81,-64768.14453125,-9481.1376953125,10176.1123046875,130.56175231933594,-1,213215,-1,processed/scene_10/frame_081.npz
scene_10,82,-63763.17578125,24937.57421875,10000.0,136.34642028808594,-1,229569,-1,processed/scene_10/frame_082.npz
scene_10,83,-62348.4453125,12776.53125,10000.0,-132.996826171875,-1,223155,-1,processed/scene_10/frame_083.npz
scene_10,84,-60796.85546875,51497.86328125,11152.603515625,114.8080825805664,-1,239989,-1,processed/scene_10/frame_084.npz
scene_10,85,-58848.33203125,23851.73046875,10000.0,-122.48287963867188,-1,208964,-1,processed/scene_10/frame_085.npz
scene_10,86,-58002.265625,-393.9446105957031,10000.0,175.71490478515625,-1,208454,-1,processed/scene_10/frame_086.npz
scene_10,87,-57066.69921875,71211.0859375,10000.0,174.3542938232422,-1,191141,-1,processed/scene_10/frame_087.npz
scene_10,88,-56693.3359375,47587.25390625,10084.2490234375,148.70956420898438,-1,298105,-1,processed/scene_10/frame_088.npz
scene_10,89,-44637.08984375,60661.54296875,10000.0,155.348876953125,-1,238298,-1,processed/scene_10/frame_089.npz
scene_10,90,6170.033203125,-31720.083984375,16010.912109375,-102.31312561035156,-1,294329,-1,processed/scene_10/frame_090.npz
scene_10,91,9157.90625,-75751.296875,16611.130859375,108.62648010253906,-1,315670,-1,processed/scene_10/frame_091.npz
scene_10,92,28242.736328125,-42577.25390625,17234.482421875,91.59419250488281,-1,213089,-1,processed/scene_10/frame_092.npz
scene_10,93,32338.029296875,-12380.3564453125,15156.408203125,-126.44124603271484,-1,323355,-1,processed/scene_10/frame_093.npz
scene_10,94,36126.23828125,-12394.447265625,13776.1728515625,-143.0478973388672,-1,345808,-1,processed/scene_10/frame_094.npz
scene_10,95,39713.390625,-31324.9453125,11912.3056640625,134.13705444335938,-1,333782,-1,processed/scene_10/frame_095.npz
scene_10,96,55913.453125,43513.36328125,10993.1669921875,-110.66307830810547,-1,227719,-1,processed/scene_10/frame_096.npz
scene_10,97,57891.54296875,8131.544921875,10000.0,133.39541625976562,-1,281770,-1,processed/scene_10/frame_097.npz
scene_2,0,-97512.515625,33222.24609375,10860.7373046875,-101.4450454711914,-1,318316,-1,processed/scene_2/frame_000.npz
scene_2,1,-89170.0,-145583.09375,13228.1259765625,28.030656814575195,-1,290688,-1,processed/scene_2/frame_001.npz
scene_2,2,-80417.71875,-100107.8671875,10930.5224609375,-87.4658203125,-1,302164,-1,processed/scene_2/frame_002.npz
scene_2,3,-69880.484375,-132170.3125,14781.8818359375,-21.04450225830078,-1,302798,-1,processed/scene_2/frame_003.npz
scene_2,4,-69596.9921875,-156265.40625,14360.525390625,82.1418228149414,-1,296552,-1,processed/scene_2/frame_004.npz
scene_2,5,-69394.4765625,-90161.6640625,10386.6357421875,-55.56595993041992,-1,331065,-1,processed/scene_2/frame_005.npz
scene_2,6,-68740.1640625,-130982.015625,14367.2421875,-47.62943649291992,-1,344050,-1,processed/scene_2/frame_006.npz
scene_2,7,-68475.3984375,-131027.4296875,14343.4599609375,164.4193115234375,-1,254855,-1,processed/scene_2/frame_007.npz
scene_2,8,-65505.421875,-132509.484375,14912.982421875,-134.06712341308594,-1,305927,-1,processed/scene_2/frame_008.npz
scene_2,9,-64675.14453125,-144052.96875,16447.837890625,99.55523681640625,-1,228238,-1,processed/scene_2/frame_009.npz
scene_2,10,-62203.390625,-135829.5,16826.345703125,151.15733337402344,-1,183817,-1,processed/scene_2/frame_010.npz
scene_2,11,-61785.1015625,-136345.78125,16915.9140625,148.53451538085938,-1,191761,-1,processed/scene_2/frame_011.npz
scene_2,12,-60931.14453125,-107048.78125,13953.103515625,14.762429237365723,-1,296928,-1,processed/scene_2/frame_012.npz
scene_2,13,-55182.10546875,-133387.5625,15825.8515625,-27.365373611450195,-1,313608,-1,processed/scene_2/frame_013.npz
scene_2,14,-55106.47265625,-157404.9375,16955.998046875,115.38198852539062,-1,350817,-1,processed/scene_2/frame_014.npz
scene_2,15,-49753.0859375,-83143.3046875,10000.0,-34.62697982788086,-1,311848,-1,processed/scene_2/frame_015.npz
scene_2,16,-48457.56640625,-112806.828125,13412.078125,144.94398498535156,-1,295949,-1,processed/scene_2/frame_016.npz
scene_2,17,-43954.43359375,-143499.546875,15877.0341796875,156.013916015625,-1,262150,-1,processed/scene_2/frame_017.npz
scene_2,18,-43947.375,-9061.763671875,10000.0,7.451552391052246,-1,224477,-1,processed/scene_2/frame_018.npz
scene_2,19,-39375.37109375,-16094.91015625,10000.0,35.78120040893555,-1,220846,-1,processed/scene_2/frame_019.npz
scene_2,20,-37545.51171875,-19840.904296875,10000.0,49.64282989501953,-1,220993,-1,processed/scene_2/frame_020.npz
scene_2,21,-37054.3671875,-2485.623046875,10000.0,-21.989303588867188,-1,220773,-1,processed/scene_2/frame_021.npz
scene_2,22,-35745.7578125,-13637.7919921875,10000.0,36.41958999633789,-1,219854,-1,processed/scene_2/frame_022.npz
scene_2,23,-35609.5,23908.591796875,10000.0,85.73284149169922,-1,244110,-1,processed/scene_2/frame_023.npz
scene_2,24,-35094.94921875,-152685.5625,19465.818359375,80.47769165039062,-1,255488,-1,processed/scene_2/frame_024.npz
scene_2,25,-34572.171875,-96996.8203125,10246.3740234375,-16.009653091430664,-1,356230,-1,processed/scene_2/frame_025.npz
scene_2,26,-34373.015625,-134118.390625,18291.744140625,-86.40531158447266,-1,332759,-1,processed/scene_2/frame_026.npz
scene_2,27,-33826.8125,-106675.8046875,13678.1474609375,178.9390411376953,-1,250960,-1,processed/scene_2/frame_027.npz
